pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
779,202,72,72200,87200,30240,NA,W,3780,70,NA,2,1,4,2,1,3,1,5,2,0,1,1,0,NA,NA,2,2,7,NA,NA,NA,0,900,2,1,1,3,NA,NA,CHICAGO,60629,6851,0.040578018,0.400233543,5.84E-04,0.530871406,0.051817253,14000,Chicago,0,0,1,0,0,0,TARKINGTON,BOGAN HS,6.934,54425,FALSE,FALSE,TRUE
780,211,72,72221,122370,43220,NA,W,6650,96,4,2,1,20,8,1,3,2,5,2,0,3,4,0,2,2,2,2,4,2,2,2,0,4708,2,2,2,NA,NA,NA,CHICAGO,60620,2310,0,0.96969697,0.002597403,0.027705628,0,14000,Chicago,0,0,1,0,0,0,CUFFE,HIRSCH HS,6.873317191,41985,FALSE,TRUE,TRUE
781,202,72,72200,88610,40000,NA,W,5000,78,NA,2,1,4,2,1,3,1,5,2,0,2,1,1,2,2,2,2,3,1,2,2,0,888,2,1,1,3,NA,NA,CHICAGO,60652,6994,0.030025736,0.831140978,0.00943666,0.055047183,0.148698885,14000,Chicago,0,0,1,0,0,0,CARROLL,BOGAN HS,6.949,66886,FALSE,TRUE,TRUE
782,211,27,27090,211580,95490,AV,W,10052,118,2,1,1,10,4,1,3,1,5,2,0,2,2,0,NA,NA,2,2,5,1,2,2,312,1714,2,2,2,3,NA,NA,OAK PARK,60302,3320,0.520180723,0.244277108,0.105421687,0.099096386,0.062048193,54885,Oak Park,0,0,1,0,0,0,SCHOOL DISTRICT  97,CONSOLIDATED HIGH SCHOOL  200,13.157,56415,FALSE,TRUE,TRUE
783,204,72,72300,232410,66970,NA,W,7050,109,NA,3,1,8,3,1,3,2,5,2,1,1,1,1,2,2,2,2,1,1,2,2,0,2437,2,1,5,1,NA,2,CHICAGO,60643,2778,0.344852412,0.551835853,0,0.045356371,0.113030958,14000,Chicago,0,0,1,0,0,0,CLISSOLD,MORGAN PARK HS,6.908,78594,FALSE,TRUE,TRUE
784,211,73,73093,605120,216000,NA,W,3000,132,5,1,1,25,10,3,2,1,5,1,0,3,5,0,2,2,2,2,3,1,1,1,0,5053,2,2,2,3,NA,1,CHICAGO,60614,3237,0.786530738,0.067346308,0.086499846,0.042632067,0.033982082,14000,Chicago,0,0,1,0,0,0,AGASSIZ,LINCOLN PARK HS,6.89,113409,FALSE,TRUE,TRUE
785,234,72,72120,59980,21340,NA,W,3284,48,NA,2,1,5,2,3,1,1,5,2,0,3,1,1,2,NA,2,2,3,1,2,2,0,1000,2,1,4,NA,NA,NA,CHICAGO,60636,1905,5.25E-04,0.947506562,0,0.051968504,0,14000,Chicago,0,0,1,0,0,0,O'TOOLE,HARPER HS,6.873317191,28466,FALSE,TRUE,TRUE
786,203,72,72030,158080,37500,NA,W,3750,71,NA,2,1,7,3,3,3,1,5,1,0,2,1,1,2,2,2,2,3,1,2,2,0,1610,2,1,5,1,NA,NA,CHICAGO,60629,5276,0.174184989,0.005496588,0.020090978,0.797005307,0.003222138,14000,Chicago,0,0,1,0,0,0,LEE,HUBBARD HS,6.934,57875,FALSE,TRUE,TRUE
787,203,77,77013,101690,31870,NA,O,3750,105,NA,2,1,5,3,1,3,1,5,2,0,1,1,0,2,NA,2,2,1,1,2,2,0,1272,2,1,1,3,NA,NA,CHICAGO,60651,4487,0.014486294,0.724314687,0.015377758,0.245821261,0,14000,Chicago,0,0,1,0,0,0,BRUNSON,AUSTIN CCA HS,6.89,47875,FALSE,TRUE,TRUE
788,203,73,73012,319230,157500,NA,W,3750,109,NA,1,1,6,3,1,3,1,5,2,0,1,1,0,2,NA,2,2,3,1,2,2,0,1521,2,1,5,1,NA,NA,CHICAGO,60625,3879,0.690126321,0.052075277,0.046145914,0.18381026,0.05155968,14000,Chicago,0,0,1,0,0,0,CHAPPELL,AMUNDSEN HS,6.89,85368,FALSE,TRUE,TRUE
789,211,73,73070,398350,193440,NA,W,3720,120,3,1,1,15,7,1,3,1,5,1,0,1,3,0,2,2,2,2,4,1,2,2,0,3040,1,2,2,2,NA,NA,CHICAGO,60618,6069,0.834733894,0.005767013,0.02850552,0.07546548,0.111056187,14000,Chicago,0,0,4,1,0,0,BELL,LAKE VIEW HS,6.89,133845,FALSE,TRUE,TRUE
790,202,70,70030,61880,38750,NA,O,3100,107,NA,1,1,4,2,1,1,1,5,2,0,3,1,0,2,NA,2,2,3,1,2,2,0,720,2,1,1,NA,NA,1,CHICAGO,60619,2901,0,0.975525681,0,0.003102378,0.021371941,14000,Chicago,0,0,1,0,0,0,TANNER,HIRSCH HS,6.883864648,32935,FALSE,TRUE,TRUE
791,203,72,72223,100210,23430,NA,W,3125,95,NA,2,1,5,3,1,3,1,5,2,1,2,1,0,2,NA,2,2,3,1,2,2,0,1140,2,1,1,1,NA,NA,CHICAGO,60620,3012,0.021580345,0.954847278,0.008632138,0,0.027556441,14000,Chicago,0,0,1,0,0,0,GRESHAM,HIRSCH HS,6.873317191,37628,FALSE,TRUE,TRUE
792,203,16,16062,149670,35750,NA,T,7150,63,NA,3,1,5,3,4,3,1,2,2,0,1,2,0,NA,NA,2,2,1,3,1,2,0,1321,2,1,1,3,NA,NA,ELK GROVE VILLAGE,60007,4667,0.577887294,0.028283694,0.092350546,0.261409899,0.078208699,23256,Elk Grove Village,0,0,1,0,0,0,SCHOOL DISTRICT C C  59,ARLINGTON HTS TWNSHP H S 214,8.349,68984,FALSE,TRUE,TRUE
793,202,37,37130,41300,13560,NA,O,4520,68,NA,1,1,5,2,3,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,681,2,1,1,NA,NA,NA,HAZEL CREST,60429,2876,0.122739917,0.728094576,0.005563282,0.132127955,0.020166898,33695,Hazel Crest,0,0,6,1,0,1,SCHOOL DISTRICT  152 1/2,THORNTON TOWNSHIP HIGH SCHOOL  205,26.819,36657,FALSE,TRUE,TRUE
794,210,34,34080,169690,27000,NA,W,3000,76,NA,2,1,6,3,3,3,1,5,1,1,2,1,0,2,2,2,2,7,NA,NA,NA,0,958,2,1,1,3,NA,1,RIVERSIDE,60546,5210,0.766794626,0.026103647,0.034357006,0.166986564,0.011516315,64421,Riverside,0,0,1,0,0,0,SCHOOL DISTRICT 96,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,12.07,91607,FALSE,FALSE,TRUE
795,205,71,71180,262120,45310,NA,W,3125,137,NA,1,1,7,4,1,1,1,5,1,0,1,2,0,2,2,2,2,3,1,2,2,0,1839,2,1,2,3,NA,NA,CHICAGO,60647,5207,0.389283657,0.089110812,0.022469752,0.478010371,0.040714423,14000,Chicago,0,0,1,0,0,0,FUNSTON,CLEMENTE HS,6.915,55194,FALSE,TRUE,TRUE
796,211,76,76050,150680,96760,NA,W,3024,137,2,2,1,9,4,2,3,1,5,1,0,1,3,0,2,2,2,2,3,1,2,2,0,1995,2,2,2,1,NA,1,CHICAGO,60608,4510,0.371175166,0.015964523,0.242128603,0.352771619,0.032815965,14000,Chicago,0,0,9,0,0,0,ARMOUR,TILDEN HS,6.89,50982,FALSE,TRUE,TRUE
797,204,39,39180,205000,68720,NA,T,12495,51,NA,2,1,9,4,2,3,1,5,2,0,3,2,1,2,2,2,2,7,NA,NA,NA,0,2752,2,1,1,NA,NA,NA,PALOS HEIGHTS,60463,4219,0.894998815,0.03010192,0.024413368,0.047641621,0.004266414,57381,Palos Heights,0,0,1,0,0,0,SCHOOL DISTRICT  128,COMMUNITY HIGH SCHOOL  218,11.361,61250,FALSE,FALSE,TRUE
798,203,37,37150,65690,54150,NA,W,11400,69,NA,1,1,5,3,4,3,1,5,2,0,2,1,0,NA,NA,2,2,3,1,2,2,0,1198,2,1,1,3,NA,NA,SOUTH HOLLAND,60473,3183,0.124096764,0.83600377,0.002827521,0.037071945,0,70850,South Holland,0,0,1,0,0,0,SCHOOL DISTRICT  150,THORNTON TOWNSHIP HIGH SCHOOL  205,18.723,72500,FALSE,TRUE,TRUE
799,295,31,31102,187540,33910,NA,W,3990,36,NA,3,1,6,3,4,3,1,5,1,1,3,2,1,2,NA,2,2,3,2,1,1,0,1562,2,1,2,NA,NA,NA,WESTCHESTER,60154,5569,0.664571736,0.07739271,0.059974861,0.192853295,0.010414796,80047,Westchester,0,0,1,0,0,0,SCHOOL DISTRICT 92 1/2,PROVISO TOWNSHIP HIGH SCHOOL 209,9.688,85958,FALSE,TRUE,TRUE
800,204,16,16100,293050,54910,NA,T,8448,61,NA,3,1,8,3,1,3,1,5,1,2,3,1,1,2,NA,2,2,3,3,1,2,190,2154,2,1,1,NA,NA,NA,MOUNT PROSPECT,60056,6380,0.877586207,0.014420063,0.039184953,0.022884013,0.087460815,51089,Mount Prospect,0,0,1,0,0,0,SCHOOL DISTRICT  57,ARLINGTON HTS TWNSHP H S 214,9.405,102379,FALSE,TRUE,TRUE
801,202,36,36012,113320,49320,NA,W,6365,97,NA,1,1,5,2,1,3,1,5,1,0,3,1,0,NA,NA,2,2,3,1,2,2,0,864,2,1,1,NA,NA,NA,STICKNEY,60402,6732,0.392305407,0.004901961,0.020944742,0.543969103,0.075757576,72676,Stickney,0,0,4,0,0,0,SCHOOL DISTRICT  103,BERWYN CICERO STICKNEY HIGH SCHOOL 201,14.685,59467,FALSE,TRUE,TRUE
802,203,71,71090,178430,54370,NA,W,3750,74,NA,2,1,5,3,1,3,1,5,2,0,1,1,0,NA,NA,2,2,1,1,2,2,0,1194,2,1,1,3,NA,1,CHICAGO,60630,5228,0.600803366,0.017023718,0.033856159,0.298201989,0.086266259,14000,Chicago,0,0,4,1,0,0,PRUSSING,TAFT HS,6.884772382,64225,FALSE,TRUE,TRUE
803,278,19,19060,518130,87540,NA,W,15225,4,NA,3,1,8,4,1,3,1,5,1,1,3,3,1,2,1,2,2,5,3,1,1,0,3488,2,1,2,NA,NA,NA,LEMONT,60439,5640,0.908865248,0.029078014,0.021276596,0.040780142,0,42795,Lemont,0,0,1,0,0,0,COMBINED SCHOOL DISTRICT C.C. NO. 113A,LEMONT TOWNSHIP HIGH SCHOOL  210,7.932,71250,FALSE,TRUE,TRUE
804,206,24,24081,356840,49360,NA,W,5196,74,NA,2,1,9,5,1,3,1,5,1,1,3,2,0,2,2,2,2,3,2,1,1,505,2550,2,1,2,NA,NA,1,SKOKIE,60076,5224,0.462480858,0.121171516,0.278330781,0.084226646,0.107580398,70122,Skokie,0,0,1,0,0,0,SCHOOL DISTRICT 73 1/2,COMMUNITY HIGH SCHOOL  219,10.506,92547,FALSE,TRUE,TRUE
805,234,24,24101,260640,54000,NA,W,5400,56,NA,3,1,5,4,3,1,1,5,1,0,3,3,2,2,2,2,2,1,3,2,2,0,1688,2,1,4,NA,NA,NA,LINCOLNWOOD,60712,4052,0.623642646,0,0.300098717,0.066880553,0.014313919,43744,Lincolnwood,0,0,2,1,0,0,SCHOOL DISTRICT 74,COMMUNITY HIGH SCHOOL  219,8.872,105132,FALSE,TRUE,TRUE
806,203,70,70020,347530,76000,NA,W,1900,96,NA,2,1,6,4,3,3,1,5,2,0,3,2,0,2,NA,2,2,4,2,1,2,0,1380,2,1,1,NA,NA,NA,CHICAGO,60615,2089,0.599808521,0.171852561,0.103398755,0.089037817,0.071804691,14000,Chicago,0,0,4,1,0,0,RAY,KENWOOD HS,6.883864648,38852,FALSE,TRUE,TRUE
807,234,22,22110,355380,86280,NA,W,9328,64,NA,3,1,8,4,3,1,1,5,1,1,2,2,1,2,2,2,2,3,3,1,2,0,2100,2,1,4,3,NA,1,PARK RIDGE,60068,3998,0.913956978,0.004752376,0.025512756,0.029014507,0.043771886,57875,Park Ridge,0,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,125764,FALSE,TRUE,TRUE
808,204,19,19050,258860,93620,NA,W,16283,34,NA,2,1,7,4,3,1,1,5,1,1,3,2,1,2,NA,2,2,5,2,1,2,231,2400,2,1,1,NA,NA,NA,LEMONT,60439,5663,0.885573018,0.012714109,0.033727706,0.049267173,0.037435988,42795,Lemont,0,0,1,0,0,0,COMBINED SCHOOL DISTRICT C.C. NO. 113A,LEMONT TOWNSHIP HIGH SCHOOL  210,7.932,106656,FALSE,TRUE,TRUE
809,295,38,38050,229160,25400,NA,O,4419,53,NA,3,1,8,4,1,3,1,5,1,1,3,2,1,NA,NA,2,2,1,3,1,2,0,1808,2,1,2,NA,NA,NA,ARLINGTON HEIGHTS,60004,4746,0.831437,0.020648968,0.077960388,0.056890013,0.026127265,2154,Arlington Heights,0,0,4,1,0,0,SCHOOL DISTRICT 25,ARLINGTON HTS TWNSHP H S 214,9.094,102520,FALSE,TRUE,TRUE
810,203,28,28046,157530,30250,NA,T,5500,42,NA,3,1,7,3,3,3,1,5,1,0,3,1,1,2,2,2,2,3,2,1,2,0,1271,2,1,1,NA,NA,NA,ORLAND HILLS,60487,8000,0.7105,0.098375,0.071125,0.11025,0.018,56627,Orland Hills,0,0,1,0,0,0,SCHOOL DISTRICT  140,CONSOLIDATED HIGH SCHOOL  230,10.924,85932,FALSE,TRUE,TRUE
811,295,77,77131,697390,38180,NA,W,1123,15,NA,2,2,8,3,2,3,1,5,1,1,3,4,1,2,2,2,2,3,2,1,1,0,2616,2,1,3,NA,NA,NA,CHICAGO,60607,7250,0.606206897,0.121793103,0.176551724,0.068827586,0.053241379,14000,Chicago,0,0,1,0,0,0,SKINNER,WELLS HS,6.913,114007,FALSE,TRUE,TRUE
812,211,77,77013,122370,26770,NA,W,3150,97,2,2,1,8,4,1,3,1,5,2,0,3,2,0,2,NA,2,3,3,1,2,2,0,2070,2,2,2,NA,NA,NA,CHICAGO,60644,4161,0.016822879,0.838740687,0,0.106945446,0.074981975,14000,Chicago,0,0,1,0,0,0,NASH,MARSHALL HS,6.89,35264,FALSE,TRUE,TRUE
813,203,37,37063,74910,16080,NA,W,4950,62,NA,2,1,5,3,1,3,1,5,2,0,2,1,0,NA,NA,2,2,1,1,2,2,0,1076,2,1,1,3,NA,NA,CALUMET CITY,60409,3392,0.114681604,0.655070755,0,0.223761792,0.012971698,10487,Calumet City,0,0,3,1,0,0,SCHOOL DISTRICT 155,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,26.203,43587,FALSE,TRUE,TRUE
814,202,13,13050,52590,14760,NA,W,4920,57,NA,1,1,5,3,4,3,1,5,2,0,3,1,0,2,2,2,2,4,1,2,2,0,936,2,1,1,NA,NA,NA,POSEN,60469,7440,0.222177419,0.149596774,0.020026882,0.587634409,0.041129032,61314,Posen,0,0,1,0,0,0,SCHOOL DISTRICT  143 1/2,COMMUNITY HIGH SCHOOL  228,13.223,46156,FALSE,TRUE,TRUE
815,203,25,25132,240470,125680,NA,W,10260,65,NA,3,1,6,3,1,3,1,5,2,0,3,1,0,2,NA,2,2,1,2,1,2,0,1241,2,1,1,NA,NA,NA,GLENVIEW,60025,3431,0.870008744,0.003497523,0.06820169,0.010492568,0.095598951,29938,Glenview,0,0,6,1,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.376,149286,FALSE,TRUE,TRUE
816,203,30,30080,125420,86030,NA,W,15643,81,NA,2,1,8,4,3,3,1,5,2,1,2,2,1,2,2,2,2,3,1,2,2,0,1737,2,1,5,1,NA,1,PALOS HEIGHTS,60463,4031,0.953361449,2.48E-04,0.017861573,0.009178864,0.019350037,57381,Palos Heights,0,0,1,0,0,0,SCHOOL DISTRICT C C  118,CONSOLIDATED HIGH SCHOOL  230,9.992,85119,FALSE,TRUE,TRUE
817,203,70,70030,89640,39060,NA,W,3125,111,NA,2,2,6,3,1,3,1,5,1,0,3,1,0,2,NA,2,2,2,1,2,2,0,1136,2,1,1,NA,NA,NA,CHICAGO,60637,3031,0.001319696,0.989112504,0,0.001979545,0.015176509,14000,Chicago,0,0,1,0,0,0,BROWNELL,ROBESON HS,6.89,21106,FALSE,TRUE,TRUE
818,203,12,12121,22880,16900,NA,O,6760,67,NA,1,1,6,4,2,3,1,5,2,0,1,1,0,2,2,2,2,7,NA,NA,NA,0,1182,2,1,5,1,NA,NA,PARK FOREST,60466,3322,0.248344371,0.655027092,0,0.040337146,0.065322095,57732,Park Forest,0,0,1,0,0,0,SCHOOL DISTRICT 163,RICH TOWNSHIP HIGH SCHOOL  227,37.265,39375,FALSE,FALSE,TRUE
819,295,77,77170,796310,128670,NA,W,2828,22,NA,2,1,8,4,1,1,1,5,1,1,3,3,1,2,2,2,2,3,2,2,2,0,2406,2,1,2,NA,NA,NA,CHICAGO,60622,1641,0.7519805,0.016453382,0.050578915,0.144424132,0.073126143,14000,Chicago,0,0,1,0,0,0,BURR,WELLS HS,6.89,128864,FALSE,TRUE,TRUE
820,203,71,71150,187100,52270,NA,W,4182,107,NA,4,1,6,3,1,3,1,5,1,0,2,2,1,2,2,2,2,3,1,2,2,0,1584,2,1,5,1,NA,1,CHICAGO,60634,4246,0.457371644,0.020018841,0.08313707,0.422515309,0.02119642,14000,Chicago,0,0,1,0,0,0,"GRAY, W",SCHURZ HS,6.884772382,67500,FALSE,TRUE,TRUE
821,203,70,70170,90380,24370,NA,W,3750,66,NA,2,1,5,3,1,1,1,2,1,0,3,1,0,2,NA,2,2,3,1,2,2,0,1050,2,1,1,NA,NA,NA,CHICAGO,60628,3208,0.005922693,0.980049875,0,0.014027431,0,14000,Chicago,0,0,6,1,0,0,SCHMID,HARLAN HS,6.908,46517,FALSE,TRUE,TRUE
822,211,11,11020,135460,33390,NA,W,3425,117,2,3,1,5,3,3,1,1,2,2,0,1,2,0,1,2,2,2,3,1,2,2,0,1680,2,2,2,3,NA,NA,BERWYN,60402,5462,0.288905163,0.030757964,0.049981692,0.609483706,0.03698279,5573,Berwyn,0,0,1,0,0,1,SCHOOL DISTRICT 98,BERWYN CICERO STICKNEY HIGH SCHOOL 201,14.144,66771,FALSE,TRUE,TRUE
823,203,71,71071,273690,51430,AV,O,3810,96,NA,2,1,6,3,1,3,2,5,2,0,1,1,0,NA,NA,2,2,3,1,2,2,0,1309,2,1,1,3,NA,1,CHICAGO,60630,6011,0.488604226,0.004159042,0.181001497,0.292297455,0.06371652,14000,Chicago,0,0,1,0,0,0,PALMER,TAFT HS,6.901516611,70682,FALSE,TRUE,TRUE
824,203,72,72330,70160,26380,NA,W,4797,67,NA,2,1,6,3,4,3,1,5,2,0,1,1,0,NA,NA,2,2,3,1,2,2,0,1068,2,1,1,3,NA,NA,CHICAGO,60628,5973,0.001506781,0.967520509,0,0.007199062,0.047547296,14000,Chicago,0,0,1,0,0,0,METCALFE,FENGER HS,6.908,39231,FALSE,TRUE,TRUE
825,295,38,38031,192160,6140,NA,O,1068,2,NA,1,1,6,2,3,1,1,5,1,1,3,2,1,2,2,2,2,3,1,1,2,0,1626,2,1,2,NA,NA,NA,ARLINGTON HEIGHTS,60004,2553,0.843321582,0.019193106,0.092440266,0.034860948,0.020368194,2154,Arlington Heights,0,0,1,0,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,10.449,67222,FALSE,TRUE,TRUE
826,211,31,31200,152170,23950,NA,W,4356,58,2,2,1,9,5,1,2,1,5,2,0,3,2,0,2,NA,2,2,7,NA,NA,NA,0,1680,2,2,1,NA,NA,NA,MELROSE PARK,60160,4289,0.145255304,0.033107951,0.001865237,0.819771509,0,48242,Melrose Park,0,1,4,1,0,0,SCHOOL DISTRICT 88,PROVISO TOWNSHIP HIGH SCHOOL 209,12.961,40632,FALSE,FALSE,TRUE
827,234,24,24081,255480,46740,NA,W,4920,64,NA,2,1,5,3,3,1,1,5,1,0,3,1,1,2,2,2,2,3,1,2,2,0,1224,2,1,4,NA,NA,NA,SKOKIE,60076,3390,0.540707965,0.025073746,0.334513274,0.055752212,0.085545723,70122,Skokie,0,0,1,0,0,0,SCHOOL DISTRICT 73 1/2,COMMUNITY HIGH SCHOOL  219,10.506,112565,FALSE,TRUE,TRUE
828,203,31,31104,183170,56480,NA,T,9414,60,NA,3,1,6,3,1,1,1,5,1,0,1,2,1,2,2,2,2,3,1,2,2,0,1227,2,1,1,3,NA,NA,WESTCHESTER,60154,5569,0.664571736,0.07739271,0.059974861,0.192853295,0.010414796,80047,Westchester,0,0,1,0,0,0,SCHOOL DISTRICT 92 1/2,PROVISO TOWNSHIP HIGH SCHOOL 209,9.688,85958,FALSE,TRUE,TRUE
829,203,71,71260,168760,51560,NA,O,4125,102,NA,2,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1000,2,1,1,NA,NA,NA,CHICAGO,60641,5624,0.124822191,0.021514936,0.013691323,0.828058321,0.018669986,14000,Chicago,0,0,3,1,0,0,FALCONER,FOREMAN HS,6.894,59246,FALSE,TRUE,TRUE
830,278,19,19060,378570,74560,NA,W,12967,16,NA,3,1,9,4,1,3,1,5,1,1,3,2,1,2,1,2,2,5,2,1,2,0,3207,2,1,2,NA,NA,NA,LEMONT,60439,6124,0.858589157,0,0.022534291,0.094872632,0.045558459,42795,Lemont,0,0,1,0,0,0,COMBINED SCHOOL DISTRICT C.C. NO. 113A,LEMONT TOWNSHIP HIGH SCHOOL  210,7.932,92984,FALSE,TRUE,TRUE
831,203,37,37061,60200,16380,NA,W,4680,95,NA,2,1,5,3,1,3,1,5,1,0,1,1,0,NA,NA,2,2,2,1,2,2,0,1152,2,1,1,3,NA,NA,CALUMET CITY,60409,6780,0.152064897,0.633923304,0.001917404,0.201917404,0.020353982,10487,Calumet City,0,0,1,0,0,0,SCHOOL DISTRICT 156,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,24.795,47390,FALSE,TRUE,TRUE
832,211,36,36050,239800,87780,NA,W,10640,43,6,2,1,27,12,3,3,1,5,2,0,3,6,0,2,NA,2,2,7,NA,NA,NA,0,6615,2,2,3,NA,NA,NA,BURBANK,60459,5253,0.593565582,0.029316581,0.016561965,0.346659052,0.018465639,9642,Burbank,0,0,1,0,0,0,SCHOOL DISTRICT  111,COMMUNITY HIGH SCHOOL  220,12.287,54625,FALSE,FALSE,TRUE
833,205,71,71440,295850,59850,NA,T,4788,76,NA,3,1,9,4,1,3,1,5,1,0,2,2,1,2,2,2,2,2,1,2,2,0,2016,2,1,2,3,NA,NA,CHICAGO,60656,5696,0.821804775,0.002808989,0.025280899,0.10445927,0.083216292,14000,Chicago,1,0,1,0,0,0,ORIOLE PARK,TAFT HS,6.884772382,75759,FALSE,TRUE,TRUE
834,278,72,72423,295260,48640,NA,W,5120,21,NA,3,1,7,4,1,3,1,5,1,1,3,2,1,2,2,2,2,3,2,1,2,0,2504,2,1,2,NA,NA,NA,CHICAGO,60655,6661,0.868338087,0.010959315,0.024020417,0.094880649,0.003603063,14000,Chicago,0,0,1,0,0,0,MOUNT GREENWOOD,MORGAN PARK HS,6.908,100361,FALSE,TRUE,TRUE
835,205,17,17013,496440,79380,NA,W,5292,94,NA,3,1,7,4,1,3,1,5,2,1,3,2,0,2,2,2,2,1,2,2,2,0,2198,2,1,2,NA,NA,NA,EVANSTON,60201,4153,0.845894534,0.043342162,0.055381652,0.016855285,0.06862509,24582,Evanston,0,0,1,0,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,8.035,138966,FALSE,TRUE,TRUE
836,211,70,70030,76570,38250,NA,W,3060,122,2,1,1,9,4,1,3,1,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,1638,2,2,2,NA,NA,NA,CHICAGO,60619,4229,0.006148026,0.957436746,0,0.003310475,0.062662568,14000,Chicago,0,0,1,0,0,0,PARK MANOR,ROBESON HS,6.883864648,27554,FALSE,TRUE,TRUE
837,278,36,36041,263020,62170,NA,W,11305,19,NA,2,1,7,4,1,3,1,2,1,0,3,2,0,2,1,2,2,3,2,1,1,0,2584,2,1,2,NA,NA,NA,BURBANK,60459,5085,0.705801377,0.034414946,0.01986234,0.222812193,0.034218289,9642,Burbank,0,0,1,0,0,0,SCHOOL DISTRICT  111,COMMUNITY HIGH SCHOOL  220,12.287,57148,FALSE,TRUE,TRUE
838,295,77,77080,50110,13350,NA,W,1027,64,NA,2,2,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,1058,2,1,2,NA,NA,NA,CHICAGO,60644,2922,0.047912389,0.92642026,0.002737851,0.0229295,0,14000,Chicago,0,0,1,0,0,0,LELAND,MANLEY HS,6.89,32051,FALSE,FALSE,FALSE
839,203,70,70080,88330,34020,NA,W,3780,95,NA,2,1,6,3,3,1,1,5,2,1,1,1,0,2,2,2,2,3,1,2,2,0,1648,2,1,5,1,NA,NA,CHICAGO,60617,5647,0.006020896,0.988135293,0,0.005843811,0,14000,Chicago,0,0,1,0,0,0,MANN,CHICAGO VOCATIONAL HS,6.883864648,46162,FALSE,TRUE,TRUE
840,295,13,13171,153290,25380,NA,W,2160,27,NA,3,1,7,3,3,1,1,5,1,1,3,2,1,2,2,2,2,3,3,1,1,0,1705,2,1,2,NA,NA,NA,TINLEY PARK,60477,4291,0.784898625,0.020974132,0.039384759,0.141225821,0.018410627,75484,Tinley Park,0,0,6,1,0,0,SCHOOL DISTRICT C C  146,CONSOLIDATED HIGH SCHOOL  230,12.187,61774,FALSE,TRUE,TRUE
841,205,13,13032,122200,20630,NA,W,5896,92,NA,1,1,7,3,1,3,1,5,2,0,3,2,0,2,NA,2,2,4,1,2,2,0,1346,2,1,2,NA,NA,NA,MIDLOTHIAN,60445,4574,0.804110188,0.033887188,0.013117621,0.129427197,0.03891561,48892,Midlothian,0,0,1,0,0,1,SCHOOL DISTRICT  143,COMMUNITY HIGH SCHOOL  228,14.895,75442,FALSE,TRUE,TRUE
842,203,72,72070,103380,31870,NA,W,3750,96,NA,2,1,6,3,2,3,1,5,2,0,2,2,0,2,2,2,2,1,1,2,2,0,1380,2,1,5,1,NA,NA,CHICAGO,60629,7111,0.033328646,0.029812966,0,0.936858388,0,14000,Chicago,0,0,1,0,0,0,CARSON,GAGE PARK HS,6.934,45046,FALSE,TRUE,TRUE
843,203,21,21052,206680,59590,NA,W,11919,95,NA,2,1,4,3,1,3,1,5,1,0,1,1,0,2,2,2,2,7,NA,NA,NA,0,1152,2,1,1,3,NA,2,LYONS,60534,4387,0.451105539,0.059721906,0.013904718,0.459539549,0.031456576,45434,Lyons,0,0,1,0,0,0,SCHOOL DISTRICT  103,BERWYN CICERO STICKNEY HIGH SCHOOL 201,13.204,55076,FALSE,FALSE,TRUE
844,203,21,21111,142890,26400,NA,O,6600,62,NA,2,1,5,3,4,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1000,2,1,1,NA,NA,NA,BRIDGEVIEW,60455,5841,0.731895223,0.035610341,0.010272214,0.222222222,0,8225,Bridgeview,0,0,1,0,0,0,SCHOOL DISTRICT  109,COMMUNITY HIGH SCHOOL  217,14.133,65016,FALSE,TRUE,TRUE
